Codo_Izq_mean,Codo_Izq_var,Codo_Izq_min,Codo_Izq_max,Codo_Der_mean,Codo_Der_var,Codo_Der_min,Codo_Der_max,Muñeca_Izq_mean,Muñeca_Izq_var,Muñeca_Izq_min,Muñeca_Izq_max,Muñeca_Der_mean,Muñeca_Der_var,Muñeca_Der_min,Muñeca_Der_max,Rodilla_Izq_mean,Rodilla_Izq_var,Rodilla_Izq_min,Rodilla_Izq_max,Rodilla_Der_mean,Rodilla_Der_var,Rodilla_Der_min,Rodilla_Der_max,Talon_Izq_mean,Talon_Izq_var,Talon_Izq_min,Talon_Izq_max,Talon_Der_mean,Talon_Der_var,Talon_Der_min,Talon_Der_max,Vel_Codo_Izq_mean,Vel_Codo_Izq_var,Vel_Codo_Izq_min,Vel_Codo_Izq_max,Vel_Codo_Der_mean,Vel_Codo_Der_var,Vel_Codo_Der_min,Vel_Codo_Der_max,Vel_Muñeca_Izq_mean,Vel_Muñeca_Izq_var,Vel_Muñeca_Izq_min,Vel_Muñeca_Izq_max,Vel_Muñeca_Der_mean,Vel_Muñeca_Der_var,Vel_Muñeca_Der_min,Vel_Muñeca_Der_max,Vel_Rodilla_Izq_mean,Vel_Rodilla_Izq_var,Vel_Rodilla_Izq_min,Vel_Rodilla_Izq_max,Vel_Rodilla_Der_mean,Vel_Rodilla_Der_var,Vel_Rodilla_Der_min,Vel_Rodilla_Der_max,Vel_Talon_Izq_mean,Vel_Talon_Izq_var,Vel_Talon_Izq_min,Vel_Talon_Izq_max,Vel_Talon_Der_mean,Vel_Talon_Der_var,Vel_Talon_Der_min,Vel_Talon_Der_max,persona,repeticion,actividad
0.7526672716515267,0.0001527078526863,0.7280318464996255,0.7764308947090967,0.5645482242264367,0.00025931479986,0.5391209406074018,0.6056783805939852,0.3465421484266052,0.0005108913362271,0.303817873776906,0.4026980678305452,0.2885673872124982,0.0007777595202638,0.2287345090907238,0.3441267474683269,0.3226487860908024,0.0011051501491249,0.2506539022781464,0.4009902750335752,0.6036001163657507,4.642930200317515e-05,0.5808500146978289,0.6174954295143446,0.4471972311654441,0.0007523863566342,0.3744688199356761,0.5234982715114331,0.3150388172580551,0.001344313594169,0.2611036501191378,0.427371076212047,-0.0001172518700978,6.116848503026027e-06,-0.008126375716277,0.0063612332686536,-0.0003093831655915,9.353214716954537e-06,-0.012087723840474,0.0054256277540956,-0.0002054860804047,3.4653938762612434e-05,-0.0168197030125665,0.0202875093855764,-9.96204698148142e-05,7.73559279761298e-05,-0.0273780576258469,0.0283909040923299,-0.0002233573976819,0.0001029301270913,-0.0293844767120666,0.0317352153574818,0.0001872707212303,2.3941576069049662e-06,-0.0051445230820852,0.0036597343524619,0.0003316980377612,7.846600692040165e-05,-0.0235380915720515,0.0213960991421561,-0.000209307320537,0.0001877563175797,-0.0404653165041058,0.0350846089657991,Mi,p1,atornillar
0.7500638430702473,4.034554156854925e-05,0.7384448105641865,0.7614043064912592,0.5606839095313877,9.357784520057887e-06,0.5501274585048265,0.5664567252609506,0.3526512627790897,0.0001804766158298,0.3304050104431832,0.3964816927281137,0.3044772957266857,0.0008991734859429,0.2458006103398572,0.4086380625519659,0.3745023360274384,0.0017801538558529,0.2832027637776642,0.4700830359897881,0.599067737102255,1.4589970820311288e-05,0.5897345793722841,0.605103071373889,0.4549634643211732,0.0001836944234111,0.4240489645103721,0.4840504037305868,0.2847698522515267,0.0001770408747312,0.252661403418084,0.3029529423864133,-0.0001202361976481,7.111641842794816e-06,-0.0113568894049358,0.0040899524359239,-9.069279033692608e-05,2.6431430232490472e-06,-0.0059799186272668,0.0065007105501537,0.000986219138581,2.196179214886794e-05,-0.005628776737411,0.0206625776804627,0.0016678729066754,0.0001518301014821,-0.0213908930630727,0.0565868827885148,0.0016710375891192,0.0003766870910728,-0.0406785416787259,0.0680002729391099,3.191572533234452e-05,2.0370566766731527e-06,-0.0036212479116244,0.0030046680644895,-0.0004117736736171,3.2262313906481616e-05,-0.0148915269267402,0.0272298730976617,-0.0001009360181266,4.064298121541621e-05,-0.0210055801981522,0.0165848843727651,Mi,p1,martillar
0.7895834758017681,0.0010592672156951,0.7556848006448174,0.8613920895084526,0.5974465237859775,0.0010337338634568,0.5648922063662613,0.6651594121200689,0.3905062090047677,0.0005714627786034,0.3550791896479462,0.456540896727112,0.3263367769275292,0.0059806619900676,0.1641472423953157,0.5254468117337718,0.350368185501819,0.0068426946151387,0.1744868470530325,0.4930035645531358,0.6045732109665688,0.0009791914158318,0.5753535093583673,0.6742761271121023,0.4685587401264728,0.0027772823046226,0.4218492331836613,0.6155848591173311,0.3987975909722476,0.0157563705612056,0.2719325369920624,0.676729608155294,-9.63153071897731e-05,4.533950489546761e-05,-0.0152800592936098,0.0200042179574709,3.055235037771577e-05,5.677621381858794e-05,-0.0205520507488103,0.0181326586518379,5.574681476178533e-05,5.239716159164756e-05,-0.023977310777374,0.0181589113181885,-0.0001097766821075,0.0006941446639397,-0.0826528169098128,0.0725403044966977,-7.835314025806638e-06,0.0005813688559224,-0.0950865484135421,0.0663407919057624,-4.502381357663051e-05,4.402440804662536e-05,-0.0170017930184747,0.0167211411781916,0.0003169207278848,0.000182979877054,-0.0285963727289506,0.0462151718301023,0.0005371218395916,0.0009184307451817,-0.0737021974505797,0.0864593135340463,Mi,p1,taladrar
0.7376672876177229,0.0002719414460862,0.7098277294810972,0.8017737739100633,0.5522506062850361,0.0001557398817991,0.5329421937771323,0.5791556977873967,0.3550351703604331,0.0004455222637619,0.3179995618411597,0.3930634168170546,0.3196631290556032,0.0016187300861408,0.2507111184894078,0.4026698837701951,0.3683877749905371,0.001477509872776,0.2779039948981357,0.4306468763444701,0.5917227351521026,3.8175777619790594e-05,0.5771918043345695,0.6012739087469072,0.4573204040841853,0.0011181313701386,0.4084867803385099,0.5609336216180831,0.3086176291786363,0.0019304042586536,0.239435633368744,0.4263264181219013,0.000269243570517,1.5255958859660697e-05,-0.0119098809834998,0.0123622199598543,-0.0002582146819625,8.893088701133006e-06,-0.0063149025148889,0.0085982570650333,-0.0003024189036553,2.355201936831394e-05,-0.011539530346368,0.0124791875574074,9.697225894202449e-05,9.307701339430608e-05,-0.0299596301063368,0.0301058070261985,0.0001778267878056,0.0001116708883544,-0.0314923969320072,0.0402712287084914,0.0001613308472063,2.3765915809892826e-06,-0.003808211519067,0.0032992051835335,-0.0001004862181043,0.0001674807052528,-0.0355367233936375,0.0426283858101728,0.0002956236888696,0.0004144471493252,-0.0499045930160074,0.051737588699571,Mi,p2,atornillar
0.742335774243355,5.144750159011239e-05,0.7315917765628382,0.7623533739278502,0.5396258082259723,3.3115825516858373e-05,0.5321354506408026,0.5576341303590107,0.3250953197295188,0.0001411661718926,0.2983498752245062,0.3508686470593375,0.2733344739212425,0.0002932088563154,0.2284583601723422,0.3022090397580726,0.3374247748434473,0.0010923423060023,0.2547438872579407,0.3854916073065951,0.5922546686297311,1.3099702615394508e-05,0.585959134065754,0.6040006215039199,0.4603935825111609,0.0001640194093502,0.4029557786916142,0.4751163729639119,0.2877842917700809,0.0001927051800694,0.2611047172065763,0.3176193152604682,-4.420860908941064e-05,5.064201136142921e-06,-0.0064951443064027,0.0047449604871915,9.359459143367952e-05,3.0548297961513174e-06,-0.0029272103964459,0.0058957242481073,9.513125642257592e-05,2.5910390202670743e-05,-0.0106036714305878,0.0183601270031399,0.0006468352318145,7.81231428806832e-05,-0.0164115181100946,0.0263426979352501,0.0003280440282264,0.0002449884723469,-0.0380069189387016,0.0394210250952825,0.0001872135601936,1.3564947606609458e-06,-0.0043139768307791,0.0039096303577282,0.0002760224714701,4.915503427888661e-05,-0.0159492975910864,0.0281473668765734,-0.0005073266718231,4.820094077357624e-05,-0.0220739907073619,0.0218155695528758,Mi,p2,martillar
0.7716325058293572,0.000417486013059,0.7423135610153675,0.8303711777170787,0.5730241171420746,0.0005957456545049,0.5491742660867602,0.6594916524794836,0.35629531257031,0.0007770217604157,0.272569257054937,0.4199726391335607,0.3321134022768189,0.0022720061566936,0.194984439115558,0.4669517029320927,0.3614895404001582,0.0031828492029118,0.1730211325772357,0.4570710865508889,0.5928101193647837,0.0002236039715483,0.5806119678353949,0.6509269798497428,0.4738568501780618,0.0016493781896767,0.4224687310404412,0.6074529579501371,0.3875593620279609,0.0112509395832457,0.2870895328281154,0.6670550405735595,2.014026659822501e-05,1.998960869092164e-05,-0.0137048459731828,0.0140344174192462,-3.328682300600968e-05,3.0863427872485746e-05,-0.0184666534521886,0.016915345553962,-2.0572657158731155e-05,5.424878795332169e-05,-0.03354722576644,0.0235495972085552,-6.378222154963696e-05,0.0002271614939152,-0.0853896515049968,0.0437390758741112,1.6511111609308318e-05,0.0002379539877279,-0.0693944954506679,0.0534958273101636,2.88835028833839e-05,1.2472290398149262e-05,-0.0115796148142477,0.0107788961363599,-5.137458378306701e-05,0.0001406226432075,-0.0335748325478183,0.0404386951782104,3.9654473933202894e-05,0.0005434509686921,-0.0636276225710729,0.0810239828955052,Mi,p2,taladrar
0.7670623568744084,6.225439606107747e-05,0.7449017832754715,0.7847861278201994,0.57753430338318,7.387000147508226e-05,0.564397055672095,0.5991828198546271,0.3722302082475986,9.071912730524704e-05,0.3524249190448763,0.3974415713005996,0.2953276025692822,0.0006023872650949,0.2329926101092692,0.3428266932907555,0.322613271594407,0.0017868352850417,0.2370302922695904,0.3907888282061069,0.6220691907775532,4.449471812119305e-05,0.6097566666794607,0.6384264670941205,0.4839300784019059,0.0005066654111346,0.4481404057327329,0.5431550568083827,0.3526517267700748,0.0021524733086155,0.2870286040729315,0.4890081079839659,0.0003060746739265,3.618904959931122e-06,-0.0039886003555302,0.0053944697186011,-0.0001548818061442,6.618124834651282e-06,-0.0076259803651221,0.0048144889294647,-8.828180639201683e-05,2.125824413818265e-05,-0.0158407979782344,0.0129695416809972,-0.0001373119228398,6.756350373458256e-05,-0.0258835840420047,0.026631314914895,-0.0003826767077365,0.0001476728918844,-0.038989024697782,0.0415641092986207,0.0001482325903583,2.698672032221082e-06,-0.0038069794957221,0.0049358718835195,-0.0001641533382917,7.885425811364305e-05,-0.0258155048808592,0.0308044866092617,0.0002758436832246,0.0003316293160562,-0.0512767696364129,0.0522367179324619,Mi,p3,atornillar
0.7635692627783089,2.391600054330109e-05,0.7540489701478866,0.7799125856242963,0.5687197569551182,1.3791897284907046e-05,0.560752951258203,0.5778546467784793,0.3813730885763028,0.0007510606066686,0.3422832399784988,0.4464499837152459,0.2984213312952459,0.0015555864906658,0.2105035106979294,0.4365591890746386,0.338326397371103,0.0024733321374923,0.1999950116440009,0.486183460020921,0.617308778633367,2.833398992581816e-05,0.5991533536300852,0.6259477528850492,0.4850093756381261,0.0003713861289664,0.4159096391470593,0.5111821954927237,0.3235420767949422,0.0002388309479925,0.2778181568946852,0.3587643263897519,8.533853840990406e-05,3.163417261837678e-06,-0.0093569794520118,0.0028945797121261,0.000123747592974,1.9977635119952345e-06,-0.0049722878531497,0.0031047183703906,0.0010178883899384,8.317805212730668e-05,-0.0164771948150195,0.0226991601595323,0.0029560519502376,0.0002297850143615,-0.0207217337541124,0.0454719645104119,0.0037420210673571,0.0004559565276905,-0.0381883157969632,0.0587209224063609,0.0001781919608116,5.86723452594567e-06,-0.0090462260266925,0.0089190290353149,0.0003512414640047,6.124026698411799e-05,-0.0172821476266041,0.03400073620501,0.0007418176553527,5.089389307809938e-05,-0.0085645341763336,0.0249220780917643,Mi,p3,martillar
0.785495556740351,0.0001252142356602,0.7702222496049081,0.8217952050344914,0.5959206475782937,0.0003529180082745,0.5800941752876043,0.6638116844226308,0.3943593349871168,0.0002666146115185,0.3741951967445593,0.451563987945802,0.3311419712330051,0.0010355350895854,0.2250050860342564,0.3621113047053952,0.3604523177429318,0.0019211947904853,0.2298885697708965,0.402880356715819,0.6039482519310236,5.029528155680132e-05,0.5895625747490417,0.6271725020051543,0.4830787187670581,0.0009355211766292,0.4403120619645972,0.5545631886030105,0.4116684173427988,0.0079335866229064,0.3053713500203929,0.5736378681778147,-0.000223043731436,2.282982865300036e-05,-0.0151651608892768,0.0130185793505651,-0.0005664665760526,3.829100093160394e-05,-0.0206658068919485,0.0164789214270095,-0.00054410380773,4.5532382069691325e-05,-0.0207104441186848,0.0170978182672111,0.0007365933823676,7.183959903395866e-05,-0.0166766617592478,0.0282131622486993,0.0014177630956811,8.801036575980121e-05,-0.0215075082124534,0.0337765093054382,-0.0001972246699936,1.0876709516391829e-05,-0.0106393463042989,0.0102905575221314,-0.0012801173869545,0.0001415761460735,-0.0260997840292812,0.0299141383064571,-0.002962616843871,0.000583137633216,-0.0582940311197776,0.0751413957330774,Mi,p3,taladrar
0.6739175185260652,0.0002373172999899,0.616832025651085,0.7056052964132933,0.5014373333980767,0.0003690333387901,0.4114762502582403,0.5320506072499757,0.3062212650722414,0.0004920359979166,0.2425565886393305,0.3907522672655862,0.2681441836899738,0.0050284035961377,0.1437627000582905,0.4811654008239787,0.2825746837107243,0.0065203476410048,0.1505499908729324,0.5366439985441902,0.4687845477311513,0.0001858379523214,0.4328158986458481,0.5027126228303613,0.3834554799180757,0.0006980303295867,0.3152628903394662,0.4513226737266474,0.2933524864065927,0.0009570030816963,0.2136503072373368,0.379394480001916,-2.0056049754939588e-05,4.240780740418713e-05,-0.0268954412126808,0.0304654148053105,-0.0001000706085222,6.037636461014276e-05,-0.0362515971736668,0.0430598037452653,-0.0002845084484316,0.0001323157161936,-0.0647683184066123,0.0718106950887043,-7.757069799807685e-05,0.0004387459435945,-0.0874206043374093,0.0962867496296052,-0.0001382155080125,0.0005627261187054,-0.1053098429871548,0.1010412733544454,-4.6021257131474165e-05,2.02587575657602e-05,-0.0241318531166181,0.0219702244690331,4.578484503861956e-05,8.355098643281015e-05,-0.0296403280722082,0.0220283069844347,9.748778733171475e-05,0.0002266806391643,-0.0502992855734424,0.0418658662697384,Su,p1,atornillar
0.6868246948999573,4.5073442791161634e-05,0.6724840375239993,0.7023133218411147,0.5074866451002333,5.400829566835338e-05,0.4937691882460164,0.5262667488186958,0.3080012526465669,0.0004093743396767,0.2829876452046915,0.3648005985192618,0.2498565069252011,0.0011204456032358,0.1866676850642735,0.3084791953542954,0.2716831713431155,0.0015804386493552,0.189344255569627,0.3479248747400401,0.4742159829526906,0.0001195634206313,0.4405530451864326,0.4925830662697896,0.3754768938459156,0.0011449820224151,0.2797467924784499,0.4108773540128081,0.27387268675514,0.0004968594798404,0.190709864299201,0.3001378600991057,8.10667059856909e-05,7.213180033423535e-06,-0.0078060247278666,0.0100263924835802,-0.0001004532913825,9.456807572472631e-06,-0.0088450100294199,0.0049446669186204,-0.0007131869937869,6.315182934545484e-05,-0.0349288545252279,0.0128261756047118,6.62207891042205e-05,0.0002145096244099,-0.0409962437883723,0.029237309510143,0.0002343315846772,0.0003826057441158,-0.0493209036731484,0.0445282617141155,3.070087567569561e-05,1.340908752323272e-05,-0.0091634737300682,0.0132834155202329,-5.083276014165811e-05,9.8587789280464e-05,-0.0282660318034032,0.0394921102219795,-0.0003376190248271,4.731136210453154e-05,-0.0190792700967547,0.0254177849505296,Su,p1,martillar
0.7056395916153246,0.0002145241602783,0.6694579271923983,0.7324987182697045,0.4784198759362351,0.0001558912014606,0.4513828068276815,0.5086210848200098,0.3719517784229025,0.0044992443314264,0.268422790592606,0.4948921836031286,0.3141542531829429,0.0119669364956114,0.1264118585288775,0.5704202882942373,0.3227250098434598,0.0222402730365938,0.0947934904377657,0.6246362114427687,0.5255796499054237,0.0006252269379388,0.4641971399471913,0.565422122784296,0.4032277447891925,0.0027057623353073,0.296112951629532,0.4932302459917304,0.4417438304259175,0.0115170532495687,0.2892522401414466,0.6159062867452231,-6.922642235809051e-05,1.1360831929250462e-05,-0.0085143611481817,0.0117188659875179,7.160938174210585e-05,1.429948264729774e-05,-0.0085587574953812,0.0094511089511282,-0.0003413097641089,0.0003349966240812,-0.0388680493259537,0.0526893542400082,-0.0005415654304693,0.0004244505266574,-0.0519572355608766,0.0754393595855362,-0.0007701317519257,0.0006349934058509,-0.0582547761903312,0.0992906544733239,0.000526975606443,6.339142328301228e-05,-0.020326807952835,0.0158156247430831,0.0002040920096845,0.0001695484436054,-0.0326191964719465,0.0326397754302781,0.0001791942973873,0.0006474997528405,-0.0578049897058396,0.0588103681825784,Su,p1,taladrar
0.6571792759446913,0.0006151200767783,0.544126452102385,0.7242656343523457,0.4842019285249511,0.0012316324640662,0.4316926607387787,0.5784883693148724,0.2751255178072106,0.000672591111466,0.2303934675364395,0.4008807642314563,0.2607622941748984,0.0018539877859292,0.1124287235524127,0.3319256751776985,0.266193666813904,0.0019659674044365,0.0724379922724345,0.3779756010770996,0.459890947088391,0.0003958219655143,0.4236015395221906,0.5419791139347876,0.3666521799136868,0.0010987671559296,0.2423404365808738,0.4484818951952983,0.2572963709089552,0.0020386612688579,0.0771899813629022,0.3732579056162535,-0.0001447999061498,5.6720929127937e-05,-0.0365094310720859,0.0474508444369817,-0.0005141397111343,1.859531106236803e-05,-0.0166931425659284,0.0226142209324506,-0.000297917655393,5.178596193655857e-05,-0.0283014725052014,0.0333738725381721,-0.0001395732703115,0.0002305889173535,-0.0825792098438024,0.0643085741820314,-0.0002621935422148,0.0003885012174979,-0.1026593093259148,0.0825835769109866,6.693978831643772e-06,2.560994274152668e-05,-0.0313467703021057,0.0238309108544312,0.0002508569273477,0.0001102639161032,-0.037504590080641,0.0586318544679348,-0.0003732450543103,0.0003129077714651,-0.0698198233705039,0.0957517934253459,Su,p2,atornillar
0.6695138128870137,4.148645178764335e-05,0.6548251412707441,0.6831468754345948,0.5156261413598997,0.0009321412313656,0.4738120865871549,0.5633086741276291,0.2649589927822132,0.0005094466000451,0.2202518564958725,0.2943387666453259,0.2278632172110195,0.001586764506368,0.1550354791954011,0.3153191250096072,0.2511500747946613,0.002181177497901,0.1724729639186693,0.3486520618849595,0.458192344369051,4.72940042621996e-05,0.4393856100194275,0.4704242579805025,0.3645618100176644,0.0008745008487641,0.2776290381228307,0.3960372146153385,0.2776999748156709,0.0003746599778395,0.2229644303584191,0.308021577122967,-0.00016186369291,8.657597659841427e-06,-0.0070454566730915,0.0053849613116013,0.0004809856246538,4.187538708597176e-05,-0.0165887718009204,0.0204101063341678,-3.699942548480895e-05,4.6570244161119535e-05,-0.0153917400186137,0.0168773115950228,-0.0013675593660009,0.0002667326460334,-0.0379607871622345,0.0324502270002351,-0.0019001873106262,0.000346408690834,-0.0472673320931357,0.0390066654631624,-0.0001903984955511,8.306065228235124e-06,-0.0094608058057619,0.0049304906227169,-0.0001616554332407,0.0001043078723813,-0.0330181956071725,0.0263787773744615,-0.0008964237135719,5.758109436138597e-05,-0.0238540004748889,0.0203687987575272,Su,p2,martillar
0.6989347996832375,0.0001367744127888,0.6724224628127635,0.7234237002603661,0.507499134368716,0.0001886026132905,0.480335500977763,0.540323115992657,0.354489899068008,0.0013662207114504,0.2880813215627837,0.4635738946747041,0.3050542912216651,0.0087893827812253,0.1152599304252783,0.5546263503821994,0.3016721550372593,0.0149202291983524,0.1123058732361313,0.6070897313585581,0.478458003081013,0.0005034647606667,0.441164484966063,0.5501435478899571,0.3795547411024827,0.0029076349913117,0.3173486351291754,0.5057709269180283,0.4412059624711502,0.0134707692182444,0.3010335764804984,0.6552003765615535,0.0001840657358836,2.1436461908954485e-05,-0.01154485575508,0.011071755415016,0.0002578793134858,2.055056642601288e-05,-0.0105785779099123,0.0110497302726024,4.864274478681019e-05,0.000120941218355,-0.0299166582309807,0.0408942165221974,-0.0019199128291814,0.00064191342962,-0.0602174411888054,0.0827672035909678,-0.0021764029744047,0.0010737002083248,-0.0751610458043216,0.1024614276055027,0.0001875000981835,7.517736011459532e-05,-0.020052094878767,0.0237297274716239,1.6643757482659327e-05,0.0002691555471058,-0.0385643331051451,0.0397560209425747,0.0003596267122215,0.0008454649091462,-0.065858000156157,0.0670261126554478,Su,p2,taladrar
0.671912461616862,0.000249115853376,0.6405496439812327,0.7093105598606061,0.4778405663003155,0.0004027988991857,0.4304136137384044,0.5218382681046844,0.3004119852917387,0.0016240392250571,0.2438295371869452,0.3995887087348271,0.2742095893488678,0.0020374238891746,0.1067311759859957,0.3515938242104062,0.2860727494519485,0.0030987345391111,0.0799095963535517,0.3992217210961065,0.4693505114654479,0.000203874130802,0.4451661726918556,0.5129410977307961,0.3846029050161232,0.0009961087758335,0.3251658284049133,0.4644397421994014,0.285138253943281,0.0013162273046325,0.2009185557284424,0.3952724481947185,8.190125212203919e-05,1.7872843283604622e-05,-0.0098197271741473,0.013869743655133,-0.0001312259128626,2.006978770915417e-05,-0.0142245224245328,0.0121825783488839,-0.0001792046342689,0.0001683522011215,-0.0426920812055016,0.0394357361727286,0.0003806981422443,0.0003135138066982,-0.0442748170063081,0.0782783037524993,0.0003322177602402,0.0003846651145424,-0.0757968016291441,0.0705715523382925,-9.027407089781636e-05,1.3678282894548395e-05,-0.0135421236949684,0.0146673594418493,-0.0004698151260366,0.000103869224971,-0.0307931226435725,0.0288647863929663,-0.0004874460865167,0.0002268232612474,-0.0457658598114853,0.0358212225909923,Su,p3,atornillar
0.6732118809297152,4.201951330284524e-05,0.6603274391770628,0.6900614568479098,0.4711116160156346,0.0004474408985947,0.442785717626554,0.5733135003884545,0.2552647524196462,0.0007492765945022,0.2245121007273943,0.356651311189389,0.2853443573075668,0.0021433248713423,0.1894662468791357,0.3643503189720643,0.334457117812762,0.0051759505031797,0.2066863743510548,0.4600540336062822,0.4588350458135021,3.358877887250049e-05,0.4477207456893396,0.4754191870418323,0.3532281560884929,0.000849060805259,0.2978329770038752,0.3901648723952232,0.292935101776935,0.0010519056829852,0.235670688542716,0.4217031037056263,-0.0001087900370914,8.903180195159301e-06,-0.011624051683943,0.0088937789226397,-0.001285805798421,5.321130565456572e-05,-0.0274696402733446,0.0084719657537838,-0.0005455690117582,0.0001062569462862,-0.0327620691615137,0.0275248657539529,0.0013251783750472,0.0002926537290591,-0.0487702759483954,0.0396747200709897,0.0029823188761663,0.0004462188022056,-0.0502678482025369,0.0473175980548504,-0.0001936844043964,9.285309253451078e-06,-0.0099164644648896,0.0104356396415269,-0.0002424062726342,0.0001194667385775,-0.036460229383521,0.0219346572619473,-6.525128611836228e-05,0.0001855354833748,-0.0526657851953839,0.0362757367268423,Su,p3,martillar
